male,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,cat_raceeth_Asian,cat_raceeth_Black,cat_raceeth_Hispanic,cat_raceeth_More than one race,cat_raceeth_Native Hawaiian/Other Pacific Islander,cat_raceeth_White,readingScorePercentile
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,26,1.0,1,0,358,280.8,0,0,0,0,0,1,0.006217187068250898
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,30,1.0,1,0,358,483.7,0,0,0,0,0,1,0.4133738601823708
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,16,1.0,1,0,358,508.07,0,0,0,0,0,1,0.5146449295385466
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,18,1.0,1,0,421,429.04,0,0,0,0,0,1,0.21608179054987567
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,17,1.0,1,0,421,449.23,0,0,0,0,0,1,0.28295109146172975
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,18,1.0,1,0,421,518.65,0,0,0,0,0,1,0.5618955512572534
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,30,21,1.0,1,0,421,497.81,0,0,0,0,0,1,0.47153909919867365
0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,55,18,1.0,1,0,421,397.34,0,1,0,0,0,0,0.12600165791655155
0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,15,1.0,1,0,421,432.93,0,0,0,0,0,1,0.22312793589389335
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,20,1.0,1,0,421,435.23,0,0,0,0,0,1,0.22879248411163305
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55,87,1.0,1,0,421,646.31,0,0,0,0,0,1,0.9397623652942801
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42,36,1.0,1,0,421,370.25,0,0,0,1,0,0,0.0786128764852169
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,21,1.0,1,0,421,427.21,0,0,0,0,0,1,0.208344846642719
1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,15,1.0,1,0,421,352.95,0,0,0,0,0,1,0.05305332964907433
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,385,23,1.0,1,0,421,373.91,0,0,0,0,0,1,0.08455374412821222
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,25,1.0,1,0,1064,707.08,0,0,0,0,0,1,0.9930920143686102
0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,20,1.0,1,0,1064,606.66,0,0,0,0,0,1,0.8634982039237359
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,25,1.0,1,0,1064,431.27,0,0,0,0,0,0,0.2205029013539652
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,220,25,1.0,1,0,1064,574.93,0,0,1,0,0,0,0.7738325504282951
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,20,1.0,1,0,1064,524.1,0,0,0,0,0,1,0.5837247858524455
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,0,1064,456.44,0,0,0,0,0,1,0.3092014368610113
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,250,10,1.0,0,0,331,533.72,0,0,0,0,0,1,0.6219950262503454
1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2025,30,1.0,0,0,331,647.96,0,0,0,0,0,1,0.9430781983973473
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,675,16,1.0,0,0,331,467.02,0,0,0,0,0,1,0.3520309477756286
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,20,1.0,0,0,331,631.53,0,0,0,0,0,1,0.9198673666758773
0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,25,1.0,1,0,1680,530.48,0,0,0,0,0,1,0.6105277701022381
0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,200,20,1.0,1,0,1680,524.84,0,0,0,0,0,1,0.5873169383807681
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,20,1.0,1,0,1680,589.68,0,0,0,0,0,1,0.8192870958828405
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,25,1.0,1,0,1680,560.58,0,0,0,0,0,1,0.7238187344570324
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,25,1.0,1,0,1680,671.96,0,0,0,0,0,1,0.971262779773418
1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,1,1046,529.07,0,0,0,0,0,1,0.6047250621718707
1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,260,30,1.0,1,1,1046,387.82,0,0,0,0,0,1,0.10776457584968223
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285,28,1.0,1,1,1046,569.4,0,0,0,0,0,1,0.7551809892235424
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,295,31,1.0,1,1,1046,506.25,0,0,0,0,0,1,0.5066316662061343
1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,150,30,1.0,1,1,1046,596.25,0,0,0,0,0,1,0.8391820945012435
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270,20,1.0,1,1,1378,586.88,0,0,0,0,0,1,0.8121027908261951
0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,285,20,1.0,1,1,1378,740.44,0,0,1,0,0,0,0.9988947222989776
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270,28,1.0,1,1,1378,649.24,0,0,0,0,0,1,0.9452887537993921
0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,25,1.0,1,1,1378,353.33,0,0,0,0,0,1,0.053329649074329924
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,180,30,1.0,1,1,1378,551.06,0,0,0,0,0,1,0.6894169660127107
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,23,1.0,1,1,1378,485.22,0,0,0,0,0,1,0.41820945012434374
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1080,20,1.0,1,1,1378,486.07,0,0,0,0,0,1,0.4231831997789445
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285,30,1.0,1,1,1378,645.51,0,0,0,0,0,1,0.9389334070185134
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,260,30,1.0,1,1,1378,525.64,0,0,0,0,0,1,0.5920143686101133
1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,260,30,1.0,1,1,1378,421.65,0,0,0,0,0,1,0.19204200055263884
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,25,1.0,1,1,1378,657.5,0,0,0,0,0,1,0.9552362531085935
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,54,1.0,1,1,1378,442.33,0,0,1,0,0,0,0.255457308648798
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270,30,1.0,1,1,1378,727.57,0,0,0,0,0,1,0.9975131251726996
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,270,23,1.0,1,1,1378,606.19,0,0,0,0,0,1,0.8621166067974578
1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,300,30,1.0,1,0,898,568.6,0,0,0,0,0,0,0.7525559546836142
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,0,898,450.25,0,0,0,0,0,1,0.2854379662890301
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45,25,1.0,1,0,898,506.87,0,0,0,0,0,1,0.508842221608179
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60,30,1.0,1,0,898,562.82,0,0,0,0,0,1,0.7325227963525835
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,0,898,545.59,0,0,0,0,0,1,0.6692456479690522
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,22,1.0,1,0,898,517.29,0,0,0,0,0,1,0.5558165239016303
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,0,898,709.06,0,0,0,0,0,1,0.9941972920696325
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,21,0.0,1,0,898,479.08,0,0,0,0,0,1,0.3961038961038961
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,0,898,440.87,0,0,0,0,0,1,0.2503453992815695
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,20,1.0,1,0,898,550.08,0,0,0,0,0,1,0.6855484940591323
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,20,1.0,1,0,898,499.58,0,0,0,0,0,1,0.4796905222437137
1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,0,898,377.48,0,1,0,0,0,0,0.08952749378281293
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,0,898,517.53,0,0,1,0,0,0,0.5570599613152805
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,285,25,1.0,1,1,1937,607.32,1,0,0,0,0,0,0.8663995578889195
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,26,0.0,1,1,1937,362.57,0,0,0,0,0,0,0.06424426637192594
1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,27,1.0,1,1,1937,508.31,0,1,0,0,0,0,0.5156120475269411
0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,300,23,1.0,1,1,1937,427.13,0,1,0,0,0,0,0.2079303675048356
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,30,1.0,1,1,1937,517.77,0,0,0,0,0,1,0.5584415584415584
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,40,1.0,1,1,2085,568.2,1,0,0,0,0,0,0.7507598784194529
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,25,1.0,1,1,2085,493.64,0,0,1,0,0,0,0.45385465598231556
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,270,24,1.0,1,1,2085,512.24,1,0,0,0,0,0,0.5339872893064382
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,300,40,1.0,1,1,2085,562.97,0,0,0,1,0,0,0.7330754352030948
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,250,25,1.0,1,1,2085,461.17,0,0,1,0,0,0,0.32495164410058025
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,280,30,1.0,1,1,2085,675.3,0,0,0,0,0,1,0.9730588560375795
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,30,1.0,1,1,2085,545.18,0,0,1,0,0,0,0.6678640508427742
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,270,22,1.0,1,1,2085,557.69,1,0,0,0,0,0,0.712489638021553
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,54,40,1.0,1,1,2085,345.65,0,0,1,0,0,0,0.04573086487980105
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,250,30,1.0,1,1,2085,515.31,1,0,0,0,0,0,0.5473887814313346
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,315,20,1.0,1,0,1380,514.51,0,0,0,0,0,1,0.5431058303398729
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,255,20,1.0,1,0,1380,420.29,0,0,0,0,0,1,0.18734457032329374
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,12,1.0,1,0,1380,400.57,0,0,0,0,0,1,0.13788339320254214
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,230,25,1.0,1,0,1380,526.67,0,0,0,1,0,0,0.5951920420005526
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,25,1.0,1,0,1380,565.44,0,0,0,0,0,1,0.7408123791102514
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,15,1.0,1,0,1380,467.26,0,0,0,1,0,0,0.35382702403979
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,215,10,0.0,1,0,1380,425.18,0,0,0,0,0,1,0.20254213871235147
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,90,3,0.0,1,1,6694,581.8,0,0,1,0,0,0,0.7953854655982315
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,240,25,1.0,1,1,2203,551.28,0,0,0,0,0,1,0.690522243713733
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,220,18,1.0,1,1,2203,644.27,1,0,0,0,0,0,0.9375518098922354
1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,200,20,1.0,1,1,2203,572.93,1,0,0,0,0,0,0.7654048079579995
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,240,20,1.0,1,1,2203,575.01,0,0,0,0,0,1,0.7742470295661785
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,13,1.0,1,1,2203,715.1,0,0,0,0,0,1,0.9953025697706549
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,245,22,1.0,1,1,1095,542.14,0,1,0,0,0,0,0.656396794694667
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,35,1.0,1,1,1095,494.44,0,0,0,0,0,1,0.4564796905222437
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,40,1.0,1,1,1095,499.02,0,1,0,0,0,0,0.476098369715391
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,250,30,1.0,1,1,1095,473.21,0,0,1,0,0,0,0.3730312240950539
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,75,25,1.0,1,1,1095,479.37,0,0,1,0,0,0,0.3973473335175463
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,250,35,1.0,1,1,1095,608.73,0,0,0,1,0,0,0.8704061895551257
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245,40,1.0,1,1,1095,595.61,0,0,0,0,0,1,0.8362807405360597
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,900,16,1.0,1,0,1812,401.13,0,0,0,0,0,1,0.1398176291793313
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,261,30,1.0,1,0,1812,452.83,0,0,1,0,0,0,0.29428018789720917
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,300,30,0.0,1,1,1937,519.13,0,0,1,0,0,0,0.5638297872340425
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,36,1.0,1,1,1937,485.52,0,1,0,0,0,0,0.4193147278253661
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,225,12,0.0,1,1,1937,417.76,0,0,1,0,0,0,0.18043658469190385
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,300,23,0.0,1,1,1937,457.16,0,0,1,0,0,0,0.31196463111356726
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100,16,0.0,1,1,1937,332.68,0,0,1,0,0,0,0.03205305332964908
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100,24,1.0,1,0,1750,369.3,0,1,0,0,0,0,0.07598784194528875
0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,25,1.0,1,0,1750,518.65,0,0,0,0,0,1,0.5618955512572534
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,23,0.0,1,0,1750,545.26,0,0,0,0,0,0,0.6681403702680299
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,450,30,1.0,1,0,1750,579.73,0,1,0,0,0,0,0.7897209173804919
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,90,25,1.0,1,0,1750,477.05,0,1,0,0,0,0,0.3885051119093672
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,450,22,1.0,1,0,1750,524.05,0,0,0,0,0,1,0.5833103067145621
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,21,1.0,1,0,1750,525.15,0,0,0,0,0,1,0.5891130146449295
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,23,1.0,1,0,1750,363.69,0,0,0,0,0,1,0.06548770378557613
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,650,30,1.0,1,0,1750,451.99,0,1,0,0,0,0,0.290964354794142
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,600,42,0.0,1,1,626,370.41,0,0,1,0,0,0,0.0790273556231003
1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,260,26,0.0,1,1,626,271.18,0,0,1,0,0,0,0.004421110804089527
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,25,0.0,1,1,626,545.75,0,0,0,0,0,1,0.6706272450953302
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,120,24,0.0,1,1,626,330.1,0,0,1,0,0,0,0.030118817352859907
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,260,26,0.0,1,1,626,156.38,0,0,1,0,0,0,0.00027631942525559546
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,440,40,0.0,1,1,626,446.99,0,0,0,1,0,0,0.2749378281293175
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,480,20,0.0,1,1,626,438.57,0,0,0,0,0,1,0.24108869853550705
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,39,19,1.0,1,1,1408,412.59,0,0,1,0,0,0,0.16675877314175186
0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,230,15,1.0,1,1,1408,476.07,0,0,1,0,0,0,0.3851892788063001
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,260,25,1.0,1,1,1408,438.73,0,0,1,0,0,0,0.24164133738601823
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,260,18,1.0,1,1,1408,523.25,0,0,1,0,0,0,0.5788891959104725
0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,45,25,1.0,1,1,1408,454.14,0,0,1,0,0,0,0.30022105554020445
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,26,0.0,1,1,1408,304.45,0,0,1,0,0,0,0.015197568389057751
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,26,1.0,1,0,1375,665.12,0,0,0,0,0,1,0.9640784747167725
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,27,1.0,1,0,1375,506.65,0,0,0,0,0,1,0.50815142304504
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,20,1.0,1,0,1375,511.1,0,0,0,0,0,1,0.5281845813760707
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,275,25,1.0,1,0,1375,479.53,0,0,0,0,0,0,0.3976236529428019
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,30,1.0,1,0,1375,455.16,0,0,0,0,0,1,0.3047803260569218
0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,250,26,1.0,1,0,1375,385.9,0,0,0,0,0,1,0.10500138159712628
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,25,1.0,1,0,1375,444.58,0,0,0,0,0,1,0.2658192870958828
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,275,23,1.0,1,0,1375,525.79,0,0,0,0,0,1,0.5927051671732523
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,225,28,1.0,1,0,1375,508.4,1,0,0,0,0,0,0.5169936446532192
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,20,1.0,1,0,2361,490.68,0,0,1,0,0,0,0.44224924012158057
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,285,14,0.0,1,0,2361,622.16,0,0,0,0,0,1,0.8995578889195911
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,360,20,1.0,1,0,2361,580.38,0,0,0,0,0,1,0.7919314727825366
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240,22,1.0,1,0,2361,517.69,0,0,0,0,0,1,0.558027079303675
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,273,25,1.0,1,0,2361,667.91,0,0,1,0,0,0,0.9665653495440729
